"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","State","Policy","OS Version","Offline Date","Agent Version","Zones","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","IP Addresses","MAC Addresses","Last Reported Users","Background Detection"
"Protected","SRV-TSM-BD-TT","SRV-TSM-BD-TT","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","7/2/2019 8:00:10 PM","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:33:09 PM","31093","0","0","1","0","0","2","150.150.60.35","00-50-56-B0-F4-74","SRV-TSM-BD-TT\INFADMIN","Not Running"
"Protected","IATGUVSRSAMTKN","IATGUVSRSAMTKN.ADBancat.hn","CN=IATGUVSRSAMTKN, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:34:02 PM","89262","0","0","0","1","0","0","150.150.60.181","00-50-56-9A-4C-3B","IATGUVSRSAMTKN\INFADMIN","Not Running"
"Protected","SAP-SUPPORT","SAP-SUPPORT","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:32:08 PM","27468","0","0","0","0","0","1","150.150.70.92","00-50-56-B0-2F-EA","SAP-SUPPORT\INFADMIN","Not Running"
"Protected","VSRVSAPFIORI","vsrvsapfiori","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","6/12/2019 4:11:11 AM","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:31:06 PM","40381","0","0","0","0","0","0","150.150.70.58","00-50-56-B0-9F-CD","VSRVSAPFIORI\INFADMIN","Not Running"
"Protected","IATGUMCAFEEV5","IATGUMCAFEEv5.ADBancat.hn","CN=IATGUMCAFEEV5, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:30:31 PM","51460","0","0","1","0","0","0","150.150.60.219","00-50-56-9A-05-6B","IATGUMCAFEEV5\INFADMIN","Not Running"
"Protected","VSRVSAPQASERP","VSRVSAPQASERP","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","6/4/2019 5:22:47 AM","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:30:50 PM","37082","0","0","2","0","0","0","150.150.70.26","00-50-56-B0-6E-87","VSRVSAPQASERP\QASADM","Not Running"
"Protected","SAPPIBASAPRD","SAPPIBASAPRD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:29:35 PM","32048","0","0","0","0","0","3109","150.150.70.91","00-50-56-B0-CD-FC","SAPPIBASAPRD\POPADM","Not Running"
"Protected","VSRVSAPUPERFORM","vsrvSAPuperform","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","6/19/2019 3:03:20 AM","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:29:39 PM","36255","0","0","1","0","0","0","150.150.70.27","00-50-56-B0-FE-34","VSRVSAPUPERFORM\INFADMIN","Not Running"
"Protected","EIBSDHWTST","eIBSDHWTST.ADBancat.hn","CN=EIBSDHWTST, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","6/19/2019 4:03:04 AM","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:29:48 PM","33853","0","0","0","0","0","0","150.150.60.60","00-50-56-B0-6A-4B","EIBSDHWTST\INFADMIN","Not Running"
"Protected","ACTEVENTAPP","ActEventApp","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","11/26/2018 10:32:24 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:29:49 PM","155","0","0","0","0","0","0","150.150.60.216","00-50-56-9A-6F-6E","","Not Running"
"Protected","SRV-FICOH-CONT","SRV-FICOH-CONT","","","Online","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:30:19 PM","25310","0","0","1","0","0","0","150.150.60.45","00-19-B9-B8-DC-53","SRV-FICOH-CONT\OPERADOR","Not Running"
"Protected","VSRV-LBTR","VSRV-LBTR.ADBancat.hn","CN=VSRV-LBTR, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:29:31 PM","48375","0","0","1","0","0","0","150.150.60.94","00-50-56-B0-02-D3","VSRV-LBTR\OPERADOR","Not Running"
"Protected","CLOUDCONNS4H","CLOUDCONNS4H","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 9:44:38 PM","28349","0","0","0","0","0","2","150.150.70.65","00-50-56-B0-CC-48","CLOUDCONNS4H\SAP,CLOUDCONNS4H\INFADMIN","Not Running"
"Protected","PD12PRD","PD12PRD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS QAS","11/26/2018 9:47:07 PM","30744","0","0","1","0","0","7","10.128.2.52","00-50-56-B0-DD-18","PD12PRD\CERAZO","Not Running"
"Protected","ECMDARCHIVE","ecmdarchive","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:18:02 PM","35738","0","0","1","0","0","0","150.150.70.137","00-50-56-B0-A0-39","ECMDARCHIVE\SAP","Not Running"
"Protected","QFLOW-WEB01","Qflow-web01.ADBancat.hn","CN=QFLOW-WEB01, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:18:10 PM","29148","0","0","1","0","0","2","10.128.0.53","00-50-56-B0-B6-E0","QFLOW-WEB01\INFADMIN","Not Running"
"Protected","CLOUDCS4HCNT","CLOUDCS4HCNT","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:18:50 PM","28325","0","0","0","0","0","1","150.150.70.185","00-50-56-B0-8F-85","CLOUDCS4HCNT\SAP","Not Running"
"Protected","AGBANCATRNS","AGBANCATRNS.ADBancat.hn","CN=AGBANCATRNS, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:19:14 PM","29678","0","0","1","0","0","1","150.150.60.246","00-50-56-A8-7D-FF","ADBANCAT\MARAMIREZ.ADMIN,ADBANCAT\SFUNEZ,ADBANCAT\JARIVERA,ADBANCAT\JCOELLO.ADMIN,ADBANCAT\NSANCHEZ,ADBANCAT\WARTEAGA,ADBANCAT\KJGARCIA,ADBANCAT\JNGARCIA,ADBANCAT\MALOPEZM,ADBANCAT\FLAGOS","Not Running"
"Protected","VSRVCEMPAPP","VSRVCEMPAPP","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:28:33 PM","35693","0","0","1","0","0","0","150.150.60.211","00-50-56-B0-A5-B9","VSRVCEMPAPP\INFADMIN,VSRVCEMPAPP\OPERADOR","Not Running"
"Protected","SC-WS-PRD","SC-WS-PRD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:28:33 PM","27648","0","0","0","0","0","0","10.128.0.113","00-50-56-B0-7D-96","SC-WS-PRD\INFADMIN","Not Running"
"Protected","VSRV-APP-INT-PR","VSRV-APP-INT-PR","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:28:34 PM","64875","0","0","1","0","0","0","150.150.60.132","00-50-56-B0-EE-8B","VSRV-APP-INT-PR\INFADMIN","Not Running"
"Protected","SRV-FILESERVER","SRV-FILESERVER.ADBancat.hn","CN=SRV-FILESERVER, OU=Servidores  red 60 y otros, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","11/28/2018 3:02:38 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:28:45 PM","575","0","0","0","0","0","0","192.168.223.3","00-50-56-B0-81-A7","SRV-FILESERVER\INFADMIN","Not Running"
"Protected","VSRVSAPSYBSEPRD","vsrvsapsybseprd","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Enterprise, Service Pack 1","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:28:49 PM","43596","0","0","1","0","0","0","150.150.70.54","00-50-56-B0-E6-0D","VSRVSAPSYBSEPRD\SAP","Not Running"
"Protected","DEVSAPBPC","DEVSAPBPC","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","7/8/2019 4:32:13 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:28:53 PM","45517","0","0","0","0","0","0","150.150.60.65","00-50-56-B0-E5-1A","DEVSAPBPC\BPCADM,DEVSAPBPC\INFADMIN","Not Running"
"Protected","CAJAEMPRE-AOL","CajaEmpre-AOL","","","Offline","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","11/26/2018 11:31:30 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:28:57 PM","222","0","0","0","0","0","0","150.150.60.62","00-50-56-9A-50-B2","CAJAEMPRE-AOL\INFADMIN","Not Running"
"Protected","VSRV-IPMON-W12","vsrv-ipmon-w12","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:29:12 PM","31763","0","0","1","0","0","0","150.150.60.24","00-50-56-A8-E7-D8","VSRV-IPMON-W12\INFADMIN","Not Running"
"Protected","SC-DB-PRD","SC-DB-PRD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:29:23 PM","31550","0","0","0","0","0","0","10.128.0.112","00-50-56-B0-61-AA","SC-DB-PRD\INFADMIN","Not Running"
"Protected","VSRV-ABATTTMSP","VSRV-ABATTTMSP.ADBancat.hn","CN=VSRV-ABATTTMSP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:56 PM","28467","0","0","0","0","0","6","192.168.109.32","00-50-56-B0-B8-C7","VSRV-ABATTTMSP\ADMINISTRATOR","Not Running"
"Protected","ECMD-ARCHIVE","ECMD-ARCHIVE","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:28:09 PM","40813","0","0","1","0","0","1","150.150.70.75","00-50-56-9A-6C-1B","ECMD-ARCHIVE\SAP,ECMD-ARCHIVE\INFADMIN","Not Running"
"Protected","SESC","SESC","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:28:14 PM","39236","0","0","1","0","0","1","10.128.0.99","00-50-56-B0-87-05","SESC\INFADMIN","Not Running"
"Protected","VRSV-SQL","VRSV-SQL","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","2/11/2019 8:44:08 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:28:16 PM","32658","0","0","0","0","0","0","10.128.0.68","00-50-56-B0-43-61","VRSV-SQL\INFADMIN","Not Running"
"Protected","SRVMDMPRD","srvmdmprd","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:28:17 PM","45937","0","0","0","0","0","1","150.150.70.123, 169.254.222.196","00-50-56-B0-6F-54,02-00-4C-4F-4F-50","SRVMDMPRD\MDPADM,SRVMDMPRD\INFADMIN","Not Running"
"Protected","MONDB","MonDB.ADBancat.hn","CN=MONDB, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:28:22 PM","57526","0","0","0","0","0","1","150.150.60.164","00-50-56-82-D1-7E","ADBANCAT\MONITOR","Not Running"
"Protected","A13EDITPACKAG","A13EDITPACKAG.ADBancat.hn","CN=A13EDITPACKAG, OU=A13-Depositos a Domicilio TGU, OU=Agencias y Sucursales Region Centro_Sur, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows 7 Professional, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD, BASA_HN_ADMINISTRATIVO_CENTROSUR","11/26/2018 10:28:23 PM","45345","0","0","3","3","0","0","150.150.67.241","00-50-56-B0-1C-04","ADBANCAT\OPERADOR,A13EDITPACKAG\INFADMIN","Not Running"
"Protected","VSRVEIBSFIDUDB","vsrveibsfiduDB.ADBancat.hn","CN=VSRVEIBSFIDUDB, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:28:30 PM","28592","0","0","0","0","0","0","150.150.60.90","00-50-56-B0-07-79","VSRVEIBSFIDUDB\INFADMIN","Not Running"
"Protected","IIS-BANCATLAN","iis-bancatlan","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:26:58 PM","27040","0","0","0","0","0","0","150.150.52.24","00-50-56-B0-6E-6E","IIS-BANCATLAN\ADMINISTRATOR","Not Running"
"Protected","SRV-ECMP-BRAVA","SRV-ECMP-BRAVA","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","2/27/2019 11:52:17 PM","2.0.1494","BASA HN SERVERS SAP","11/26/2018 10:26:59 PM","28150","0","0","0","0","0","0","150.150.70.80","00-50-56-B0-BB-08","SRV-ECMP-BRAVA\INFADMIN","Not Running"
"Protected","IPS","IPS","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:08 PM","27137","0","0","0","1","0","0","150.150.61.14","00-50-56-9A-01-11","IPS\ADMINISTRATOR","Not Running"
"Protected","SRV-CREDSCOR","SRV-CREDSCOR","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:09 PM","51674","0","0","1","0","0","13","150.150.60.207","00-50-56-B0-6B-5A","SRV-CREDSCOR\INFADMIN","Not Running"
"Protected","MS-KMS","MS-KMS","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:27:12 PM","39359","0","0","0","0","0","0","192.168.223.5","00-50-56-9A-46-63","MS-KMS\INFADMIN","Not Running"
"Protected","SRV_AOLTRAN-7","SRV_AOLTRAN-7","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:17 PM","53475","0","0","1","0","0","0","150.150.60.189","00-50-56-B0-CE-76","SRV_AOLTRAN-7\OPERADOR","Not Running"
"Protected","DOCUWARE","DOCUWARE.ADBancat.hn","CN=DOCUWARE, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:27:18 PM","76653","0","0","0","0","0","0","150.150.60.215","00-50-56-B0-15-31","ADBANCAT\DOCUSERVICES","Not Running"
"Protected","GRADA","GRADA.ADBancat.hn","CN=GRADA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:20 PM","26069","0","0","0","0","0","0","192.168.142.67","00-50-56-B0-9D-A0","GRADA\INFADMIN","Not Running"
"Protected","AOL_DASHBOARD","AOL_Dashboard","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:21 PM","27754","0","0","0","0","0","9","10.128.0.87","00-50-56-B0-67-9F","AOL_DASHBOARD\INFADMIN","Not Running"
"Protected","SRVADSYNC","SRVADsync.ADBancat.hn","CN=SRVADSYNC, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:27:28 PM","45933","0","0","0","0","0","2","150.150.60.104","00-50-56-B0-CA-49","ADBANCAT\BANCAT,ADBANCAT\MARAMIREZ,ADBANCAT\IALONZO,ADBANCAT\MPADILLA","Not Running"
"Protected","SRV_RISK_A","SRV_Risk_A","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:27:36 PM","38443","0","0","0","0","0","0","150.150.60.82","00-50-56-B0-A4-F1","SRV_RISK_A\CARROYO,SRV_RISK_A\INFADMIN","Not Running"
"Protected","OFFICE365-0","OFFICE365-0","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:27:39 PM","40869","0","0","1","0","0","0","10.128.0.48","00-50-56-9A-0D-D8","OFFICE365-0\INFADMIN","Not Running"
"Protected","MWALLETD","mWalletD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:27:42 PM","29474","0","0","0","0","0","2","150.150.70.85","00-50-56-B0-E5-46","MWALLETD\ADMINISTRATOR","Not Running"
"Protected","OFFICE365-3","OFFICE365-3.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:25:42 PM","36466","0","0","0","0","0","0","150.150.60.17","00-50-56-9A-0D-99","OFFICE365-3\INFADMIN","Not Running"
"Protected","OCB-TRANSCPRD","OCB-TRANSCPRD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:25:46 PM","65185","0","0","1","0","0","0","150.150.60.167","00-50-56-B0-DC-82","OCB-TRANSCPRD\INFADMIN,OCB-TRANSCPRD\OPERADOR","Not Running"
"Protected","SRVPOWERTECH","SRVPowerTech","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:25:51 PM","26384","0","0","1","0","0","2","10.128.0.26","00-50-56-B0-61-75","SRVPOWERTECH\INFADMIN","Not Running"
"Protected","VSRVACFDB","VSRVACFDB.ADBancat.hn","CN=VSRVACFDB, OU=Servidores  red 60 y otros, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","12/6/2018 2:52:18 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:25:54 PM","717","0","0","0","0","0","0","150.150.60.138","00-50-56-9A-00-AF","","Not Running"
"Protected","SRV-ECMPCONTEN","SRV-ECMPCONTEN","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","2/27/2019 11:52:48 PM","2.0.1494","BASA HN SERVERS SAP","11/26/2018 10:26:01 PM","32773","0","0","0","0","0","0","150.150.70.82, 169.254.205.221","00-50-56-B0-C2-A5,02-00-4C-4F-4F-50","SRV-ECMPCONTEN\OTEXT","Not Running"
"Protected","SVRCLEARINGMC","SVRClearingMC","","","Online","5-AQT MPT SCB","Microsoft Windows 7 Professional, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:26:04 PM","83323","0","0","0","0","0","0","150.150.60.103","C8-1F-66-17-0C-DD","SVRCLEARINGMC\MASTERCARD","Not Running"
"Protected","SRVV-EIBS-WAS-T","SRVV-EIBS-WAS-T.ADBancat.hn","CN=SRVV-EIBS-WAS-T, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:26:14 PM","32602","0","0","0","0","0","0","150.150.60.29","00-50-56-B0-28-12","SRVV-EIBS-WAS-T\INFADMIN","Not Running"
"Protected","DIDODBPRD2012","DIDODBPRD2012","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:26:16 PM","40838","0","0","1","0","0","8","150.150.60.99","00-50-56-B0-D9-49","DIDODBPRD2012\OPERADOR","Not Running"
"Protected","VSRVSAPSIQDV","VSRVSAPSIQDV","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:26:21 PM","39668","0","0","1","0","0","0","150.150.70.62","00-50-56-B0-87-C9","VSRVSAPSIQDV\SAP","Not Running"
"Protected","WEBSOPORTE","websoporte.ADBancat.hn","CN=WEBSOPORTE, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:26:34 PM","31988","0","0","3","0","0","1","150.150.60.33","00-50-56-B0-F5-9C","WEBSOPORTE\ADMINISTRATOR","Not Running"
"Protected","HNPRDIDRAC_APP","HNPRDIDRAC_APP.ADBancat.hn","CN=HNPRDIDRAC_APP, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:26:43 PM","31831","0","0","0","0","0","0","10.128.0.82, 10.128.255.10","00-50-56-B0-48-F1,00-50-56-B0-FA-F7","HNPRDIDRAC_APP\INFADMIN","Not Running"
"Protected","SAPPOCOREQAS","SAPPOCOREQAS.ADBancat.hn","CN=SAPPOCOREQAS, CN=Computers, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:13:49 PM","30319","0","0","0","0","0","5","150.150.70.112","00-50-56-B0-CE-2D","SAPPOCOREQAS\PCQADM","Not Running"
"Protected","VSRV-ABAAPPTTP","VSRV-ABAAPPTTP.ADBancat.hn","CN=VSRV-ABAAPPTTP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","6/5/2019 1:57:02 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:16:24 PM","37155","0","0","0","0","0","0","192.168.109.60","00-50-56-A8-0C-29","VSRV-ABAAPPTTP\ADMINISTRATOR","Not Running"
"Protected","VSRV-ABATTMON","VSRV-ABATTMon.ADBancat.hn","CN=VSRV-ABATTMON, OU=Servidores  red 60 y otros, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","5/20/2019 8:35:20 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:17:06 PM","27764","0","0","0","0","0","0","150.150.60.243","00-50-56-B0-12-5F","VSRV-ABATTMON\ADMINISTRATOR","Not Running"
"Protected","VSRVEDPCLEARING","VSRVEDPClearing","","","Offline","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","11/28/2018 3:04:06 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:04:50 PM","982","0","0","0","0","0","0","150.150.60.23","00-50-56-B0-54-32","VSRVEDPCLEARING\EDPADMIN","Not Running"
"Protected","SRV-ECMPARCHIV","SRV-ECMPARCHIV","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","2/27/2019 11:54:36 PM","2.0.1494","BASA HN SERVERS SAP","11/26/2018 10:06:07 PM","48404","0","0","0","0","0","0","150.150.70.78, 169.254.104.0","00-50-56-B0-30-17,02-00-4C-4F-4F-50","SRV-ECMPARCHIV\OTEXT","Not Running"
"Protected","ECMDBLAZONDV","ECMDBLAZONDV","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","","2.0.1530","BASA HN SERVERS SAP","11/26/2018 10:06:12 PM","70691","0","0","0","0","0","0","150.150.70.74","00-50-56-9A-54-1E","ECMDBLAZONDV\INFADMIN","Not Running"
"Protected","QFLOW-WEB02","Qflow-web02.ADBancat.hn","CN=QFLOW-WEB02, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:23:53 PM","29442","0","0","1","0","0","2","10.128.0.54","00-50-56-B0-E4-11","QFLOW-WEB02\INFADMIN","Not Running"
"Protected","VSRV-ABATMSTTP","VSRV-ABATMSTTP.ADBancat.hn","CN=VSRV-ABATMSTTP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","6/5/2019 1:57:38 PM","2.0.1494","BASA HN SERVERS PRD","11/26/2018 10:24:06 PM","27806","0","0","0","0","0","0","192.168.109.61","00-50-56-A8-FF-C5","VSRV-ABATMSTTP\ADMINISTRATOR","Not Running"
"Protected","SVR-DIDOAPP","SVR-DIDOAPP","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","11/26/2018 10:24:12 PM","45976","0","0","1","0","0","7","150.150.60.42","00-50-56-B0-7C-0E","SVR-DIDOAPP\OPERADOR","Not Running"
